HIF1A	44.979779310	47.587286948	49.611282271
ASS1	44.744983956	47.370872408	49.363489455
C19orf47	44.683845039	47.274484143	49.232913397
ATP6V1C1	44.443609313	47.020320250	48.968220314
CCKBR	44.205962059	46.768874687	48.706359565
NTM	44.038029093	46.531689933	48.517017428
KHK	45.194312979	47.498920688	50.547812631
LHX9	44.965308509	47.256636666	50.285050555
BAD	44.729888045	47.009219721	50.021778039
BCL2L1	44.523057571	46.775976571	49.769833396
BAG2	44.351095309	46.542444767	49.561955926
BAI3	44.122481415	46.302535258	49.306481926
GPATCH11	43.896212280	46.065086359	49.053628173
BDH2	43.672252013	45.830060408	48.803354560
IFNA4	43.513281324	45.659329515	48.647312333
BHMT	43.602857089	45.769834643	48.722269978
ALDOA	46.256285299	47.489083054	51.351982054
ALDOC	46.097901936	47.291770782	51.126448238
CRP	46.783352240	47.710670281	51.566395648
GMPPA	46.640743634	47.552753641	51.410255533
GMPPB	46.411418177	47.319072782	51.157619991
BTC	48.006944726	47.805344453	52.307665963
BTG1	48.625503200	48.326697747	52.890148859
CNOT8	50.218389006	49.242868222	54.140602860
BTG2	50.094559494	49.136404150	53.994850166
CNOT7	50.055400229	49.141847567	53.948941201
TOB2	51.032877767	49.777429272	54.870339104
APOD	50.789864063	49.540393895	54.609051775
CDK5	50.605510978	49.386993067	54.431391673
CCND2	50.426504306	49.215957832	54.238188953
BUB1	50.266518848	49.065428212	54.060269748
C10orf88	50.031628573	48.836150510	53.807651665
BUB3	49.834710227	48.619715422	53.575641559
PDE6H	49.628624499	48.401185304	53.330081181
C2orf50	49.424408649	48.216611163	53.114717352
C7orf25	49.198809996	47.996257789	52.872376891
CAB39L	48.992393238	47.794561050	52.650003439
MX1	53.474073433	50.400506404	55.850720420
CACNG1	53.232109300	50.172449814	55.598002228
VAPA	53.115111993	50.110855002	55.474203261
GPR128	53.477259920	50.519623593	55.720598705
EEF1A2	53.238796987	50.294187461	55.472862487
ABTB1	53.002220205	50.070694920	55.226382433
GGPS1	52.817750716	49.908360820	55.021503613
ATOX1	52.615556054	49.696450607	54.803962646
C21orf2	52.663851337	49.692112972	54.802451274
CASP6	52.459758103	49.520198488	54.590997902
FAM96A	52.238938344	49.309762295	54.364422788
CETN1	52.012795754	49.096300121	54.129078966
AAGAB	51.842043679	48.916727491	53.955985084
SGSM1	51.619569331	48.706812824	53.724482152
CETN3	51.398972881	48.498664051	53.494890348
HEATR1	51.309841776	48.331561217	53.282440516
POC5	51.092577100	48.147383799	53.056735652
CETN2	50.884353734	47.952022451	52.841597818
CCDC110	50.678267040	47.757953357	52.623669275
DEPTOR	50.515401475	48.274515641	52.680034936
MMS19	50.685544994	48.427972732	52.831467973
CIAO1	50.507842739	48.255357661	52.650719618
FAM96B	50.299132645	48.055955357	52.433154661
CCDC91	50.093248315	47.866108017	52.255690044
POT1	49.887948117	47.669939220	52.041549426
MT1P3	49.831615311	47.566773363	51.939413890
CAP2	49.640535698	47.382299007	51.732884140
CFL1	49.471931600	47.231948639	51.539090949
CFL2	49.311507717	47.078542481	51.366823255
ACTG1	49.148079696	46.947664344	51.211618168
DSTN	49.097611553	46.913796522	51.187039807
ACTB	48.926259831	46.743927751	50.998455503
CCDC22	48.928695945	46.759127156	51.017259024
CDC16	48.909663974	46.696949197	50.981872848
CDC26	48.951934275	46.752403085	51.019407955
CEP83	48.947958855	46.735863903	51.015778209
CKB	49.199623499	47.609869524	51.623144571
CKM	48.337276474	46.851531485	50.810213480
ASB9	48.324851346	46.847648315	50.784997750
CLC	48.265529864	46.788885776	50.732731651
MPP1	48.232040169	46.717333871	50.792102558
DNPEP	48.138099348	46.539778523	50.626979044
LEO1	48.231935088	46.623347491	50.717698897
PAF1	48.146916837	46.552553776	50.657423934
COASY	46.990592842	45.411568845	49.431585284
CNTROB	47.007446034	45.404387786	49.438874997
ANXA10	46.987847917	45.402231939	49.402086494
DCP1B	46.957892413	45.372648810	49.377279417
IGF1R	38.000404539	40.373949436	42.978682367
EDC3	37.991969964	40.373262772	42.974438094
COMMD1	37.978081200	40.319788886	42.944309959
COMMD6	38.034207999	40.376690166	43.011148513
COTL1	37.882218528	40.273053841	42.920915806
DDX19A	37.882371601	40.273405491	42.921046164
DDX19B	38.308004017	40.766021419	43.478445169
MIF4GD	39.940338450	41.765845462	44.563170028
CHMP3	39.953255247	41.754563665	44.555856451
STAMBP	39.930747523	41.763846446	44.521183117
NPM1	39.945248451	41.783841290	44.540883604
CD177	39.949132527	41.789034278	44.542857914
CHMP1B	39.946260324	41.783298713	44.547273715
COX8A	39.963908770	41.811350527	44.579511212
C2orf57	40.792385208	44.035720867	48.292205114
CPT1B	40.741762252	43.998952840	48.258647080
KCNIP3	40.935191455	44.181455116	48.423073689
MAVS	40.936282018	44.182129448	48.423899721
IQGAP3	40.920202392	44.174234265	48.422479406
IGLV3-25	41.177390804	45.348934311	49.163408976
MBP	41.140117069	45.358073706	49.172248290
CTDSP1	41.150942748	45.371489954	49.186066131
CTPS1	40.640248601	44.974969944	48.663304976
CALML3	40.483797263	44.792929670	48.497876014
CALM1	40.489748041	44.797651294	48.505261728
C11orf65	40.431645577	44.755553188	48.430427493
CALM2	40.638340058	44.869513249	48.560957970
CAMTA2	40.477178453	44.881362038	48.565935282
CUTA	40.405415426	44.799582247	48.485598899
HIST1H3A	43.891463039	46.478438088	50.705005476
FBLIM1	43.883712245	45.648610973	50.692135349
CXorf56	43.844123560	45.592120729	50.599254264
MYL6	43.813388152	45.587330567	50.735032239
ADAMTS12	43.842428022	45.615420031	50.747883235
PDCL2	43.761688039	45.486297594	50.630083404
BTAF1	43.796341190	45.509018474	50.642014788
CHN1	43.796341190	45.509027870	50.642022802
HEMK1	43.823318271	45.531583132	50.663049368
DCXR	43.884414255	45.566266241	50.767227356
CTDSP2	43.960351885	45.644974591	50.891874816
KIF13A	43.988239149	45.677313853	50.930534868
CDCA3	43.702132754	45.542734734	50.716975861
CCAR1	43.758475694	45.585894250	50.773953176
PIH1D3	43.781314997	45.608153540	50.808122427
DEFB127	43.797190358	45.629667637	50.835639143
TFEC	43.797186718	45.629641750	50.835619822
LAPTM5	43.981649819	45.796180678	50.965560254
DISP1	44.039823693	45.847110631	51.014361403
DNPH1	44.039932627	45.847225030	51.014431474
C1orf21	43.976658179	45.770224006	50.961157852
DRAM1	61.608803844	56.114850763	70.382322155
EMC9	61.910678016	56.488063692	71.459187695
EMC8	61.945333762	56.514424303	71.491898166
EMC2	62.363352027	57.054383789	71.859744104
DYNC1I2	62.394607677	57.074079227	71.900466393
DYNLRB1	62.420706934	57.099776770	71.918907089
EEF1B2	62.434242976	57.100009373	71.925626859
FAM189B	61.693247805	56.388318246	70.894578253
UQCRH	61.666804338	56.379373379	70.898079914
ARL8A	61.672999574	56.386191510	70.909764690
C4orf19	61.634373413	56.340927575	70.868122633
EIF3E	61.637150754	56.318696767	70.857023608
EIF3K	61.754466909	56.372699472	70.941927926
EIF3L	61.631071899	56.210606305	70.710275883
DR1	61.496603300	56.100610255	70.585193142
POLE3	61.351970649	55.817648448	70.031905330
H2AFY	61.297024443	55.751089352	69.975768674
ERICH2	61.243003873	55.691612781	69.926755261
IWS1	61.462034971	55.781448869	70.039615004
CHRAC1	61.428424750	55.733646862	69.997194490
C7orf49	61.234804517	55.678947823	69.897805889
ERCC6L2	61.222302332	55.639537331	69.876314220
EXD3	61.216376241	55.638114000	69.871812582
GSTA4	61.135618875	55.479491521	69.766740428
KLHL18	61.148396386	55.499772978	69.769592427
EEF1DP3	61.174734185	55.519428525	69.788583980
ARHGAP12	61.159152065	55.508984196	69.775686814
EEF1G	61.174228143	55.525608530	69.787576044
PLGRKT	61.154899974	55.473096311	69.788114699
RBM6	61.243097707	55.556165614	69.872352960
ILF2	61.221121973	55.505803364	69.796274026
MOCOS	61.252672295	55.546590818	69.837278695
PARVA	61.260331552	55.553063963	69.854280812
CENPH	61.199659736	55.441683701	69.796993828
MTAP	61.185535935	55.424657493	69.776255494
AP1G2	61.073673445	55.332500770	69.636968522
CENPK	61.020372294	55.279625444	69.602549679
TNFRSF12A	61.046021152	55.311176641	69.601444112
CCL4L2	61.479532726	55.733559558	70.009083042
CCL4	61.561684314	55.824665380	70.115331715
SLC30A2	61.522136952	55.763200278	70.054370579
ABHD17A	61.609492957	55.843774690	70.133101315
HPGDS	61.601541375	55.836177124	70.118716756
ADAM33	61.940909766	56.418326379	70.428441172
MFI2	61.924824355	56.400166379	70.410709622
HBQ1	61.865474985	56.341691488	70.333068356
HBD	62.078723061	56.532317855	70.471100915
C14orf166	62.005793728	56.542333041	70.459364201
FAM98A	62.184784825	56.640859763	70.659690527
FAXC	62.109294056	56.562153158	70.587060111
FBP1	62.015200676	56.410653041	70.457611483
FBP2	62.017294282	56.406607317	70.443103429
PIM2	62.382205928	56.816023025	71.169708599
ZNF821	62.382455991	56.816182780	71.170194999
FHIT	62.454003682	56.877923757	71.234301884
FRG1B	60.929015247	54.583629714	69.064637218
FUNDC2	60.914139819	54.571428008	69.047419725
G6PD	57.246257789	49.489579392	64.769651312
GALE	57.101242367	49.316183397	64.632513488
HACL1	53.224232934	43.179119023	58.090438835
MAGEB6	53.204809506	43.184981290	58.064449667
GINS2	53.100111969	43.093990933	57.971891259
GINS4	53.104389026	43.093507724	57.976896204
GLUL	53.200031070	43.131169075	58.008094373
GMPR	53.126214961	43.124800161	57.990602404
GNAZ	53.158552349	43.168853621	58.023432933
GNPNAT1	53.219929498	43.215315046	58.079683086
CD151	53.137292577	43.126396512	57.758090490
GRAMD1C	52.930001407	43.002166933	57.590668063
GSS	52.968095932	43.020171050	57.629424536
GSTA2	53.129628531	43.044374400	57.674462818
GSTZ1	53.044086130	42.930857331	57.589068596
GAB1	53.084685512	43.055636824	57.740726331
GTF2A1L	53.010928190	42.931378992	57.663058412
GNPDA2	53.010921349	42.931309433	57.663075236
AMDHD2	53.022661325	42.929213094	57.657296221
LAMTOR3	53.093899573	43.001174132	57.728940370
LAMTOR2	53.093475904	42.987941483	57.725001135
ARHGAP17	53.051931492	42.970962554	57.713041497
ARHGAP44	52.978480985	42.899335659	57.614392141
MAPK10	52.830097442	42.520023295	57.149919366
LDHA	52.777282358	42.467176135	57.103708834
LDHB	52.803945607	42.459814017	57.119564091
TRIP10	52.739446377	42.375528160	57.033994293
WASF1	52.739459633	42.375541500	57.034006510
IPO13	52.763451525	42.376615292	57.114783523
PBX4	51.560691247	41.715846563	56.210783297
JMJD6	51.561141507	41.693477757	56.209685790
NAA50	51.487153531	41.579065058	56.067453024
H3F3B	51.056640164	40.974561739	55.459060777
H3F3C	51.056617220	40.974350560	55.459040400
NASP	51.024955877	40.935527519	55.424102069
HGD	51.043405218	40.968678708	55.476007754
HIST1H3H	51.004530720	40.943365897	55.420277217
HMGB2	50.998230608	40.918949291	55.401888213
PKNOX1	51.009151402	40.928843364	55.408850662
PEX3	50.975592525	40.908258948	55.362151318
PEX19	50.836699001	41.051956771	55.205384977
IL23A	50.866244458	41.060801481	55.230388363
FKBP7	50.866236979	41.060801481	55.230352692
HNRNPH2	50.756083049	40.869694556	55.036173402
MSI2	50.757285891	40.869079333	55.036013786
HRSP12	50.444752980	40.320957961	54.326710367
CDC37L1	50.411937470	40.284532990	54.287098199
HSP90AB1	50.073625201	40.043495138	54.071927377
LSMEM2	50.358552347	40.373648113	54.282140435
LSMEM1	50.360548309	40.372161081	54.284617437
NCF2	50.340881553	40.346416337	54.257989203
KIFAP3	49.389861103	38.424274514	52.602344752
IKZF5	49.401831206	38.433430746	52.607481777
DPH2	49.408215987	38.433428352	52.607528104
IL17A	49.310052063	38.365820449	52.534260574
IMPA1	49.394088388	38.499545972	52.590500019
IMPA2	49.497681530	38.660838635	52.780572153
UBA3	49.371105501	38.544033607	52.681273691
C1D	49.125885116	38.359077591	52.519162186
IL23R	49.084915449	38.360026140	52.501487842
QDPR	49.085595859	38.339340367	52.500270763
PPP1R8	48.952391540	38.221654935	52.399844792
ERO1L	49.315386125	38.250569453	52.464617729
CTC1	49.332189800	38.253630602	52.497030843
ANKRD10	49.911026321	38.864167358	53.536095687
TBL3	48.989519515	37.989187515	51.990056942
ST8SIA5	49.004879143	38.023505210	52.029509321
MGC34796	49.005020373	38.023923490	52.031070010
TPT1	49.207435944	38.263561681	52.358767796
JUNB	49.162298028	38.256776628	52.321937973
BATF	49.301789060	38.376572849	52.422692951
EEF1D	49.301789060	38.376572849	52.422692951
AK3	49.303604106	38.378941504	52.424205775
EPT1	49.268566617	38.331911334	52.355248518
UGGT2	49.864285122	39.198315681	59.650021437
PYROXD2	47.589532295	37.656422071	57.377090378
ARMCX5	47.531446188	37.624459288	57.352219206
GALNT3	47.343262886	37.745885206	57.576699580
AIM2	47.272489755	37.692645514	57.497210631
WDR24	47.272302970	37.709899720	57.504601445
PRKACB	45.791122229	37.126777461	56.366358460
DPEP1	45.094907832	36.511327675	55.683140127
COL24A1	43.593926883	35.600499168	54.490937639
SYNRG	43.509800453	35.501769877	54.400874413
RNF34	43.393514422	35.337755015	54.263896598
CORO2B	42.408018843	34.643419623	53.310142547
SNX5	42.498127327	34.726420193	53.466090730
DHRS2	42.453689510	34.777266012	53.432265608
GCSAM	42.412113002	34.732825315	53.389488864
DCD	42.376893362	34.679306060	53.344185782
CCDC85C	42.427706109	34.723478168	53.430017845
HIPK4	42.440862560	34.754789511	53.463567078
SLC25A23	42.421092122	34.753045454	53.467814865
PI4KAP2	42.413311818	34.730410491	53.450378561
FAM19A4	42.412340095	34.729695049	53.449245107
APPBP2	42.411164983	34.737402130	53.448550670
LANCL2	38.296022583	32.264865126	50.444836964
TAF11	38.299282925	32.271041630	50.450312047
FSTL1	38.190682499	32.125629671	50.338301562
RRS1	37.698273142	31.599244208	49.955846355
HIST1H2AK	37.702092315	31.599218165	49.955947865
KLF11	37.721800400	31.620059520	49.976060296
KLHL35	37.678606323	31.569723355	49.944693191
LONRF3	37.711212117	31.641343234	50.013505244
CLCN1	37.477872009	31.471953526	49.820323059
NPRL3	37.454260453	31.430823262	49.794906209
CCNL1	37.455933042	31.440893803	49.849939631
HSPA4	37.593035557	31.530314084	49.931817518
RNF128	37.545392968	31.520106857	49.882378745
UBE2R2	37.712592316	31.657921842	50.033089570
IQCE	37.781928976	31.717584394	50.119279904
CALM3	37.733639080	31.729114059	50.194918982
FXYD7	37.733524909	31.709766064	50.194862074
ACTL8	37.790941625	31.732622419	50.246557468
CSNK1G2	37.783627997	31.725596211	50.242674582
COL4A3BP	37.737361176	31.052313289	49.997418291
OSTC	37.373951279	30.715675885	49.643954704
PLN	37.342654825	30.688486776	49.607027825
DOLK	37.377863455	30.715359044	49.635531049
NIPAL3	37.376790784	30.707697483	49.598442393
EMP3	37.549208322	30.872002397	49.753409026
EDA	37.405437762	30.782782062	49.645766225
LEPROTL1	37.432278265	30.787992716	49.648374555
CYB561	37.400465499	30.747243663	49.633146099
OSTCP1	37.370385327	30.713137671	49.619594968
AHCY	37.429542995	30.718354239	49.654600530
GIMAP5	37.284340856	30.567130581	49.475228279
ABO	37.321313380	30.606681877	49.507403625
FRMD8	37.287657951	30.576142413	49.470988902
GRAMD3	37.324025952	30.600208310	49.492729498
C1orf50	37.349719420	30.560486952	49.488455498
KLHL6	37.379906824	30.574260308	49.531471100
PPP1R1B	37.121360004	29.689214627	48.915282933
IRAK4	37.073530840	29.671114169	48.893623736
ISOC2	37.144515403	29.736776844	48.941826126
FIGNL1	37.167127773	29.731954318	48.954668777
ITGB1BP1	37.118739248	29.719010853	48.810111950
ITPA	37.117772747	29.715471659	48.807652222
CAMLG	37.090378076	29.638846366	48.726313853
KCNA2	37.091503731	29.643085656	48.727379473
KCNAB2	37.054805017	29.621101005	48.703076477
KCNRG	37.036877170	29.613021354	48.695715585
GSG1L	37.185951664	29.756412430	48.856684767
ADAT2	37.180600350	29.744913960	48.840955528
ING4	37.169088114	29.753621257	48.833965681
TMEM14A	37.185557638	29.766361121	48.844963054
DPYD	37.372727173	30.204797895	49.403156002
LXN	37.702660081	30.153477282	49.505652290
KCTD4	37.702828330	30.153383434	49.506016306
CFAP58	37.708155277	30.153065884	49.505999127
CD79B	37.246836342	29.623433576	48.915117723
PCDHA4	35.610136319	28.637526048	47.831863460
BBOX1	35.585071599	28.629791815	47.820874308
F11R	35.579647867	28.603831938	47.819257663
CST1	35.551764054	28.562471320	47.784581698
TNFRSF13B	35.547786967	28.556490217	47.782351877
TWSG1	35.536327666	29.264592854	47.758645621
CDH15	35.483727159	29.198774598	47.706648592
CTSL	34.667083816	26.989582318	44.016652896
FA2H	34.717370524	26.996295840	44.041828764
SPPL2A	34.522717382	26.822498293	43.903294608
SMAGP	34.566791410	26.870751228	43.936728376
TMEM174	34.552786243	26.850624013	43.906483428
ERP27	34.288357508	25.674767381	43.162998871
UPK3A	34.344999243	25.774345134	43.218028652
LAT	34.334173565	25.760928885	43.204210811
SYT11	34.305859324	25.717129692	43.156168627
WBP1L	34.331349246	25.710145090	43.208403982
MSMB	34.325275461	25.705408453	43.201003288
GAL	34.289203276	25.665625986	43.158557035
RBM15B	34.080861541	25.549439566	43.026344140
NAV2	34.286668631	25.747479622	43.205676713
SGCA	34.320011270	25.854783309	43.225452395
TFRC	30.818838972	24.157536416	40.991230104
COL8A2	30.858506474	24.211079674	41.042767888
TGFA	30.890065083	24.265569156	41.179466941
UBAP1	30.880196703	24.250724769	41.032834405
C1QTNF6	30.900337231	24.249163771	41.066773046
VIP	30.850627485	24.195149265	41.029031993
EVA1B	30.793248215	24.140427174	40.985329218
RARRES3	30.793248215	24.140436450	40.985322509
C19orf10	30.774779613	24.127967994	40.966308287
SDC4	30.703335007	24.078495280	40.852334087
SOD3	30.670040679	24.044882576	40.770963616
FABP3	30.745992597	24.223598016	40.866394883
KIAA1598	30.776730174	24.262644559	40.906747830
IGL	30.720957748	24.221819602	40.847453334
NRIP1	30.726121708	24.196377455	40.835081260
HOXA3	30.841539336	24.269055235	40.937133778
ARPC3	30.856873611	24.277831042	40.963672115
ERLIN1	30.672440993	24.109516965	40.833722667
TMEM199	30.642768268	24.090022927	40.831438834
PPIC	30.642684525	24.089969355	40.831434265
RPN1	30.874657634	24.277079526	41.136837013
SYT4	13.148147805	13.733048654	21.605133455
SGTA	12.895523203	13.383595450	20.561350366
IGLC1	12.860727840	13.357227073	20.528594411
PRAP1	12.446178591	12.821379264	20.165076766
SPP1	12.392866871	12.772627274	20.105799547
SRGN	12.366752369	12.746936019	20.087360682
LAIR2	12.353106446	12.773720417	20.087259824
AGR3	12.723715912	13.168064356	20.701933038
PPIB	12.842218009	13.280101431	20.812001439
C3orf52	12.837513007	13.278103427	20.801941745
GYPA	12.888195154	13.318144049	20.832444822
TMEM31	12.933636704	13.368334566	20.907548255
COL1A2	12.820755431	13.319837865	20.826845455
SLPI	12.843244913	13.275095561	20.832446511
ITPRIPL1	12.808547814	13.261102642	20.798339443
HSPA13	12.781543344	13.222956308	20.779194237
AGPAT5	12.756326125	13.188679296	20.744347239
TXNDC12	12.757851892	13.220562436	20.744415634
SERPINE1	12.538849029	13.130579628	20.630502619
SGTB	12.538728774	13.130180485	20.630376534
IL6ST	12.542511499	13.131322487	20.639757028
HSD17B12	12.715757779	13.285706173	20.823080529
CALU	12.716088995	13.284480290	20.856701776
FN1	12.715781139	13.289024035	20.863481826
ZNF343	12.716408423	13.269512557	20.867388010
IGLV2-14	12.700196605	13.259286346	20.857143571
COMTD1	12.990421691	13.605212121	21.299297393
SERPINI2	12.971769374	13.585407456	21.283138772
GHRL	12.955133367	13.569058537	21.266504442
BPIFA1	12.876230415	13.515322743	21.250657490
CD99L2	12.825591023	13.502768481	21.245187149
CCL7	12.834107471	13.511718661	21.280902396
XPO4	12.869586652	13.548072404	21.308166801
GPX3	12.956278419	13.635613824	21.376908683
FKBP2	13.026491340	13.671737102	21.432649768
MANBAL	13.125033432	13.787390506	21.556734882
SMR3B	13.124420577	13.787229842	21.555468965
FCGR2A	13.142833559	13.776296874	21.571104303
PIK3IP1	12.638679707	13.291273383	21.068259920
GYPB	12.726471195	13.696011935	21.308471658
UBXN4	12.744955744	13.714067204	21.325620707
TMUB2	12.669658371	13.655544827	21.266873594
SIL1	12.662431202	13.647685784	21.252615721
ZG16	12.287066843	13.047790641	20.925809926
CYB5R1	12.627715060	13.364735818	21.255493149
CTAG1B	12.632261571	13.387240742	21.283266751
PLA2G16	12.421003038	13.196886124	21.145374666
SCG5	12.405567209	13.187257940	21.119464901
PRB1	12.202370520	13.072205607	20.929465491
ETNK1	12.217500183	13.072721912	20.937416925
COLGALT2	12.213755636	13.064595384	20.928744667
UBQLN1	12.190486845	13.037463904	20.906215368
SMIM2	11.835454887	12.643639483	20.191582133
SLC29A2	11.866526840	12.655994114	20.205988573
DEFA6	11.796814679	12.597750173	20.144102082
ZG16B	11.783592460	12.608553187	20.143866543
NME3	11.785769340	12.611042324	20.145834444
GABRD	11.524374832	12.520104713	19.935947068
CSTF2T	11.523415528	12.515261881	19.933654607
GRM2	11.454518159	12.511383678	19.917414667
TMCO6	11.408638453	12.451853971	19.876402472
FAM127A	11.849748769	12.583231387	20.155173853
HK2	11.954314236	12.630110764	20.191749928
CTAG2	11.859718109	12.602234283	20.160924110
MIEF2	11.905822069	12.640904552	20.213477322
SCMH1	11.987134655	12.697041158	20.279115880
FAM127B	12.077767903	12.917765059	20.516804252
UBE2V1	12.282715241	13.099886267	20.711259766
COL10A1	12.658526210	13.400004851	20.971254243
NBL1	12.577787816	13.346304259	20.883766387
NCS1	12.436567252	13.417492798	20.886128422
IST1	12.436694810	13.417282370	20.886289260
AQPEP	12.295871696	13.209489422	20.658800288
APEH	12.296570991	13.224016794	20.667158453
IFIT1	12.296694710	13.225482322	20.685242856
TMEM183A	12.273889375	13.215703807	20.682308928
IFIT3	12.190740723	13.161071696	20.644992454
CD69	12.177662854	13.147604659	20.633974079
LAPTM4B	12.172355936	13.126767803	20.592139296
NAALADL2	12.120743028	13.106945662	20.547948119
SLC30A3	12.120767734	13.108153002	20.548211871
FIBCD1	12.125757900	13.120446568	20.556098068
CCDC43	12.049174212	13.085044871	20.491720112
BSND	12.049172429	13.085061305	20.491634483
SEC22C	12.049661588	13.107885229	20.492367105
KCNS2	12.145020030	13.148524962	20.550253312
CSF2RA	12.346848428	13.389524313	20.788646480
MAL	12.361742002	13.455282502	20.804085208
NRG4	12.338594683	13.442114148	20.763611649
MR1	12.407853513	13.494305365	20.826031817
SYNGR1	12.435309660	13.524579485	20.849084857
AQP9	12.527033224	13.598527001	20.905340393
SLC7A1	12.505708877	13.563475264	20.853156069
TM4SF4	12.491056074	13.540549420	20.849797704
TIMMDC1	13.947415135	14.674809620	21.689400110
SLC38A1	13.987146636	14.728569295	21.722529791
SYNDIG1	14.050356384	14.830119498	21.811810731
BCAM	14.066950326	14.591771658	21.888161323
CD302	14.037408209	14.582932069	21.863168656
SYNPR	14.097719344	14.665579439	21.943210192
PRRG2	14.148848152	14.732902181	22.013370353
TMEM74	14.304197111	14.864473685	22.391615583
NDUFB11	14.250107257	14.790620029	22.352810860
CD79A	14.249649184	14.790359879	22.352668931
NRSN1	14.257899006	14.798792652	22.360489931
BAK1	13.971763518	14.459900175	22.136877059
BCL2A1	13.969968152	14.458336217	22.134393347
BIK	13.996883844	14.483204477	22.160798476
BCL2L2	13.962580148	14.473535588	22.116028471
KLHL2	13.952504017	14.470970770	22.115792494
TMA16	13.961733242	14.503396923	22.136513676
KRTAP11-1	14.255711200	14.748213007	22.298187719
BTN2A2	14.194272890	14.616311330	22.240825929
FATE1	14.097161978	14.460568305	22.056058069
MARCH5	14.092234477	14.499924461	22.035629166
CD47	14.118325166	14.520603079	22.094504453
DCTN5	14.117750345	14.759880134	22.203043913
TMEM190	14.109988525	14.749621638	22.188255399
TMEM11	14.111061330	14.749754493	22.188444613
BNIP3L	13.748991640	14.721432429	22.124450312
BNIP3	13.782850118	14.739033913	22.144936653
LDLRAD1	13.241015534	14.190914683	21.124027439
MARCH2	13.116627575	14.152943699	20.948027319
SLC1A1	13.112493264	14.135194610	20.922765731
PTTG1IP	13.112679652	14.134801307	20.921330418
PAQR5	13.329551362	14.301877858	20.967235482
TMEM115	13.369291048	14.332639926	20.987925807
TMEM248	13.322992007	14.217315916	20.927817827
TMEM182	13.343858025	14.226427132	20.958865618
DEFB121	13.343083888	14.225441013	20.958213947
EDDM3B	13.332533534	14.226980189	20.960770135
OLFM4	13.088996878	13.415569369	13.694082795
ITM2B	13.120927446	13.439894884	13.707062164
KTN1	13.531538389	13.691700061	13.884513999
C10orf35	12.994162696	13.051976232	13.111412616
TMEM140	13.140263241	13.183852757	13.280964607
CSGALNACT2	13.140100720	13.166138236	13.273074827
ECE2	13.146563459	13.168411191	13.275483922
KLRG1	13.146317968	13.167797403	13.274597811
BRICD5	13.167116328	13.154580731	13.247238502
CLDN7	13.162133171	13.163160368	13.262469378
ADIPOQ	13.275380484	13.324066966	13.431859688
TSPAN15	13.275088646	13.325214212	13.436661736
